,He_x,He_y,He_z,Th_x,Th_y,Th_z,Abd_x,Abd_y,Abd_z,LF-ThC_x,LF-ThC_y,LF-ThC_z,LF-CTr_x,LF-CTr_y,LF-CTr_z,LF-FTi_x,LF-FTi_y,LF-FTi_z,LF-TiTa_x,LF-TiTa_y,LF-TiTa_z,LF-Claw_x,LF-Claw_y,LF-Claw_z,LM-ThC_x,LM-ThC_y,LM-ThC_z,LM-CTr_x,LM-CTr_y,LM-CTr_z,LM-FTi_x,LM-FTi_y,LM-FTi_z,LM-TiTa_x,LM-TiTa_y,LM-TiTa_z,LM-Claw_x,LM-Claw_y,LM-Claw_z,LH-ThC_x,LH-ThC_y,LH-ThC_z,LH-CTr_x,LH-CTr_y,LH-CTr_z,LH-FTi_x,LH-FTi_y,LH-FTi_z,LH-TiTa_x,LH-TiTa_y,LH-TiTa_z,LH-Claw_x,LH-Claw_y,LH-Claw_z,RH-ThC_x,RH-ThC_y,RH-ThC_z,RH-CTr_x,RH-CTr_y,RH-CTr_z,RH-FTi_x,RH-FTi_y,RH-FTi_z,RH-TiTa_x,RH-TiTa_y,RH-TiTa_z,RH-Claw_x,RH-Claw_y,RH-Claw_z,RM-ThC_x,RM-ThC_y,RM-ThC_z,RM-CTr_x,RM-CTr_y,RM-CTr_z,RM-FTi_x,RM-FTi_y,RM-FTi_z,RM-TiTa_x,RM-TiTa_y,RM-TiTa_z,RM-Claw_x,RM-Claw_y,RM-Claw_z,RF-ThC_x,RF-ThC_y,RF-ThC_z,RF-CTr_x,RF-CTr_y,RF-CTr_z,RF-FTi_x,RF-FTi_y,RF-FTi_z,RF-TiTa_x,RF-TiTa_y,RF-TiTa_z,RF-Claw_x,RF-Claw_y,RF-Claw_z,LA_x,LA_y,LA_z,RA_x,RA_y,RA_z,frame_idx,video_id
0,69.2912867565856,-4.602392448162334,158.8724478661083,0.0,0.0,200.0,-126.71978288146465,-0.03824567981189375,80.91407287936792,64.76382883654728,20.399875352037498,142.16632589981504,42.9350823251429,11.17474533433176,101.41997403937144,85.6101339531755,36.02644937247413,129.84188432388703,102.95293138566981,23.202253158374504,88.85377936028483,163.17441569318376,17.89393088672324,71.79717963941647,0.11114501953125,6.877889357943502,114.5465029109105,0.5460146206254137,17.459994242610094,100.84399216770767,-5.444061566716101,67.60680460194459,166.03880037591964,-12.014989139827094,89.137576919595,90.45551481372709,-34.07023145612706,149.18107395915575,52.90754159720257,-17.549755995347624,9.006483719838855,113.5497469806386,-23.538503115108767,19.81124681690119,100.53809112727477,-26.97701551374425,60.2935617521245,169.3147702295744,-68.98249128951687,62.27545032403469,107.69666935289709,-129.42662336286534,111.54813938884325,74.20138036435212,-18.185571248884514,-7.031898406600135,107.17579729209422,-26.434985399459833,-17.694834287234983,97.07792199234507,-53.381407150803085,-66.26014518939888,148.71512148065153,-91.50033094343175,-62.57042140217237,86.91619596304554,-145.94888212141026,-99.64378565998487,60.22051025195765,-0.08344499882542777,-6.476802147203841,109.07696205547722,-0.4160049878853158,-19.930753652838632,99.71001898962345,-6.608531016673936,-72.71794337482862,144.9050195293014,19.07954806278306,-96.50094937646287,89.6951261523102,23.939288713911026,-162.668211637429,57.270075691882084,60.80270454832848,-29.314518986420183,138.59766153733835,27.97867296281825,-11.140245620922371,106.24409374702759,47.41518464600344,-45.73685025536912,147.19258606780124,45.77463764941683,-22.818035976146746,98.04376337099211,59.38091541954728,-22.825960647482304,62.52806545731403,116.18913744035731,16.13892918376513,152.8749316620571,119.62480638566981,-24.75377101154737,148.67363525195765,24,0
1,72.1988715233984,-10.161885081578419,162.041056451479,0.0,0.0,200.0,-127.57539537145544,8.768429225622185,84.05940978523313,67.76118401249113,16.86757897773009,143.95523098632862,37.8684088488543,9.401046497161303,110.02349369866913,77.91647142627619,34.52813916942699,139.45540853693902,98.59489356262168,24.908106463185618,91.92167588062233,142.76126276420837,24.22341741157294,64.01627992736792,0.3181961499946624,7.537877064380837,116.5207147805365,-0.9758831354452013,24.581737848592923,102.89664840483928,-8.083543832512873,76.13189893505199,162.95327440540348,-26.37307093296667,94.36470703923413,85.49979812109007,-59.084596688958186,157.40905957958324,59.159315101036384,-14.271730478020686,7.616731698723868,114.81719407122465,-16.604241462804936,23.939050821420608,103.40346583331518,-45.63681226513006,69.20767408153637,169.76768373596167,-27.938554818841,44.68622022411449,100.61826908642512,-69.56361585399725,103.50085645458324,57.387728557943234,-16.710347597530642,-7.58707868127118,112.47440944009179,-24.58596997997381,-16.576475088385507,98.97372528206392,-67.25462619156474,-62.557186346844276,137.0915353985322,-106.19140201114665,-61.594723171958606,82.29323156969531,-171.376543100091,-95.22942918994801,59.0260791684741,-0.37651258251287345,-8.157795190739932,115.49519804324768,0.6400677057577298,-19.053569555353704,101.7464911059717,-10.913347299309748,-67.72576708057301,152.06704781937754,5.760496084479314,-91.41497606494801,87.19651437811467,2.1952409830776674,-152.63146161375374,54.44472877502358,63.23855038109838,-31.116801403339252,145.336582743681,33.032392446784,-19.471189443854257,102.93174535946969,34.69091638280395,-52.44377161807307,131.4284291498003,62.54721838155564,-33.70721287738405,119.96845250032106,117.45679963709574,-42.95650899464414,95.68135102715041,122.00362441315121,7.686812345824535,156.7386388197421,121.81215712799491,-31.27687025743063,147.4559152813447,25,0
2,72.7898311273957,-10.780966633817911,155.05203207007128,0.0,0.0,200.0,-128.4422176814832,10.705683876092621,83.61475117197065,67.26939672098297,18.165945678227786,142.67711887785865,30.474960327148438,7.48431396484375,98.27567870287366,69.86264760788185,35.60283135218094,144.31433778613504,70.12600005173067,27.712255291290717,98.4696271450342,112.57548749626392,35.71881655470804,65.36194321126024,0.2241668701171875,10.37774658203125,113.22904780075659,2.7481231689453125,27.287567138671875,99.50146385791444,-3.5242767333984375,61.4334716796875,154.32258420637473,0.344268798828125,122.83944702148438,114.00858465541236,-6.685943603515625,177.271240234375,98.62073614462423,-14.360333516179026,11.631209886771956,111.13281625406226,-20.467758178710938,27.38372802734375,102.1924130919646,-27.107269287109375,64.895751953125,161.23014042864597,-51.02183532714844,58.3116455078125,88.7528394676012,-99.54519653320312,112.39291381835938,49.11010201690112,-16.604645344020355,-4.965193436635673,108.42495734516899,-25.447818866197622,-14.26469883554148,96.0198784822669,-67.3340923224153,-56.04389290253425,121.01768136132864,-123.37289428710938,-54.19970703125,86.21398183227495,-184.85006713867188,-85.64459228515625,54.81683568723133,-0.27099609375,-9.89984130859375,107.83180543182561,-3.0848388671875,-20.20904541015625,97.0395438504554,-13.79937744140625,-65.07012939453125,151.23227503935755,-10.41351318359375,-85.42669677734375,82.50465986873746,-30.997646892344164,-142.13183257040578,53.95035388535075,60.82337539092032,-30.73176438735527,134.73398995507864,37.44126892089844,-17.28094482421875,97.39310860742239,74.88410949707031,-57.62322998046875,134.8833429824224,105.64134216308594,-54.6627197265625,108.62996633828493,160.6745834770611,-77.88755537239331,93.9556415178215,122.74403381347656,10.05706787109375,149.83488248182294,119.81132507324219,-30.71417236328125,145.0477716933599,26,0
3,72.36497245318793,-7.138550879898503,156.32227458844034,0.0,0.0,200.0,-127.84559521641904,8.8315813915043,84.29047372431876,63.178294949128315,20.055869297871254,142.0677660120414,30.978586728641233,12.336429962547754,100.42924725102591,50.5885065814777,34.82959491776165,103.73461947867719,60.93685969359569,32.05548986640326,74.38395035210874,91.94456605378508,40.53776085019172,58.7691093557857,1.9358103274586824,9.646696292157685,114.38269181157236,3.5406900001256076,22.091434845360254,103.50041132286445,1.021724943581603,57.47218332084873,171.10662262561866,32.1267490870452,75.25874497685095,108.82732434229554,57.798346063614815,139.00987305799583,83.8419366270339,-16.227406923702517,8.57614553871963,110.29506794427553,-20.332967226436892,22.11972464028213,102.97961799509174,-41.680399431773424,72.35738057384867,154.86505769594297,-71.73804229967908,73.03601492348525,94.30155143435012,-125.8738150047572,117.58639944496963,50.94364100410138,-18.431730783968362,-7.9134308742081885,109.97230516301738,-25.188126875864242,-16.217791924197627,99.01500473617739,-31.780407184633788,-53.701707452798246,147.71162819611527,-79.63951879906324,-63.209137782314315,105.08863443779092,-133.96136359012635,-116.17257067000219,87.13915658599467,-2.282934353983933,-8.376054121958191,109.4784940265805,-3.2274069237025174,-22.06173287924912,98.50464087983391,-16.866475527218142,-66.99019967612412,170.55483625010606,-38.85206697845578,-108.7665165224787,90.99589085018442,-53.67680833646614,-149.26898137666285,63.806772928237706,62.12378648602299,-35.25746995017539,137.6005291337858,42.19544236427856,-18.563563309690267,91.5818215964216,82.94500275723942,-56.4722952740824,123.24161787208152,115.26015939499644,-54.581114798109525,82.07219974736586,163.48735595434283,-75.27131273120153,60.40530674240267,120.55365997082873,11.77902639809463,150.77721888839838,120.15967803723498,-29.03872262534287,148.8384912089889,27,0
4,72.88084301371288,-3.641350202772287,153.77307635436512,0.0,0.0,200.0,-129.96183518785983,6.599229070604565,85.90789585912646,63.89568489442769,24.384014394318,138.4094944892273,29.189463750517348,8.01552515336732,102.61383323140751,51.23035886232884,44.910356160373624,136.220156473595,67.32473027137905,27.459222218726325,107.89334993927125,116.40144764589314,34.951046030325585,70.53740848604747,4.220119303648062,10.81186445481228,110.30468304669596,2.155265485153393,21.50465593554202,102.27794256715627,1.3392220940726247,64.70060193587165,170.56161985591666,19.07493776495801,79.19524134245387,93.69348955956781,30.846956794855487,139.45388024465035,67.18297870724618,-15.084675653779527,11.501459830221393,112.40668737320512,-22.232930048310777,20.0812232024723,102.19424704976689,-49.73994909127953,74.03816289973793,143.0407588905872,-96.96683202584984,81.05076665950355,87.08633122165236,-151.58156286081078,128.52919073176918,55.81615121032223,-18.298237665498277,-10.491042422527698,107.07924188292009,-25.497148248201256,-14.527238659279078,95.15548655157886,-34.05618131559663,-51.671060238832524,149.7223524951023,-61.501531528921646,-51.6192162506527,91.99731955702975,-112.11306159864392,-93.42960517536017,53.44749093164137,-4.544606073701402,-10.839247988933948,109.00411994282535,-4.752735956513902,-18.2387230865902,96.86416560611076,-18.795094354951402,-65.8083031647152,153.8584929642601,-41.83714757760765,-75.67457513737145,93.43052256847591,-72.8583267768264,-116.71485834049645,62.14807989054361,61.82732790790408,-30.020856665750898,133.2370792594054,33.65237100554367,-13.06975758994031,97.77146554101637,73.70432581106422,-48.51893548893395,133.22685409320593,94.1671859184861,-45.6533959381527,86.04336158804358,138.0764791199323,-63.542231217177914,51.63216248897902,121.15922083059547,16.6820532805973,147.44347990663505,121.35117639700172,-24.76478509830895,142.04069161523512,28,0
5,69.94217134385048,-9.568313426725013,151.41040545025012,0.0,0.0,200.0,-131.67262763107138,11.724998607743146,86.8369367857525,66.61552196404591,18.043177265817917,137.12248911382898,34.45949920884914,6.640664828898707,102.59720498462926,68.91140350572414,43.64130569803933,149.64403610888775,96.06057342759914,20.360635532023707,99.75152506353601,147.29839691392726,20.297952426554957,83.78148564274618,1.3692003459595412,9.851898215747951,112.27125474883394,3.747005312364763,20.203164828898707,99.34349985677274,6.234384759358534,64.87956895189046,165.42864524779588,9.300310369389308,79.78529345914126,86.59051268300391,8.86033857535682,141.26216923339666,62.386431378482825,-16.844650892070263,10.924401320834704,109.88978873342734,-23.390149950272416,20.527477782415303,100.14484487560438,-50.79043975599461,74.45075394022683,142.70224842705704,-101.39564910658055,81.84293533671121,83.48583071415193,-155.98051849134617,135.67206741678933,59.091239113828976,-20.18799754779343,-7.750728434507323,111.16295788370871,-27.65969846393955,-17.100348412636095,95.37983909092577,-53.57318511732274,-58.50404952657004,155.60881853970727,-77.56973663099461,-51.82613204610129,90.34499070307038,-132.79583638813892,-91.63906121962111,53.61305708833925,-2.697696836072737,-10.561971889851293,112.78883654107699,-5.518772275525862,-21.119283901570043,97.47772692727153,-19.370395810682112,-58.52614425313254,154.94055091466964,-23.216031904226327,-90.5915111255108,104.42905810719071,-46.151388436961156,-138.72837067698697,105.15453055794433,60.63008896638479,-37.568548711260064,131.94750262173852,29.51286712217609,-14.753090422103242,97.53209734830102,61.951153248393666,-50.343675255034896,133.0647187102902,79.41100677720851,-41.46913741719504,91.23296404751977,119.262440012002,-60.934210646192696,54.00697965025074,122.66488131037045,7.717947535495114,154.2006904077743,119.78139862291164,-34.37196944844504,145.12493182095727,29,0
6,72.4902972151948,-15.42783434010039,156.46056405807462,0.0,0.0,200.0,-129.67621338222767,20.40846464636627,87.63450113905938,70.3094853763721,9.751710613241357,141.72273604724018,42.979459743886196,4.051367390060705,100.22967988758654,93.0621676543276,25.716309814411943,130.4806343272118,109.0064697265625,5.009243591011227,90.29963027525119,160.95510864257812,-1.7648042605512728,65.76537266152403,0.38323974609375,11.145413024604977,111.8486456827392,3.416412353515625,21.593655212104977,102.48681432457666,7.172218217343698,64.61311424277062,161.2989924400216,1.0535943967920502,78.43779284375796,93.20928979019699,-17.823269577460337,144.1444079030303,53.16838299907951,-14.814560349776684,9.750989251262013,113.43921658775632,-17.832049078816055,24.421344842676945,101.83563607844468,-16.762176513671875,62.40395794647998,172.36685774362803,-50.5135498046875,72.53109417694873,109.58700032212708,-98.949951171875,130.6975675656206,77.35067578762278,-17.828194410370884,-7.151731493544162,113.25833353056748,-27.84075604218316,-13.686595256524924,98.28036721538865,-61.13327706871928,-53.15561236602002,146.76027909225843,-97.90371509823945,-50.57316572619163,82.32288966868373,-161.35576785917175,-85.13729877011167,52.622856604727076,-3.041778564453125,-9.134555237113773,113.36518538717337,-5.9432583686641465,-19.788831048137126,100.03056111842034,-14.07060665941708,-46.51316286077099,161.9436944084996,-13.32586937783475,-66.34360600450191,109.09900711129114,-38.046808795985385,-114.68189620350063,99.73096223107416,56.68456505452258,-39.32077597241539,143.53570860166246,30.38287353515625,-16.268649475395023,103.76474884482172,46.624675309255394,-53.41733206687513,148.38682782421574,59.429179545310774,-40.10922469641491,99.62989650462123,89.82894556953624,-57.35397699992404,58.32516785739722,119.30123901367188,-1.9378999636762728,152.77790424515382,116.160400390625,-43.27939166289502,148.78717738661624,30,0
7,74.20299437748486,-17.648926717946665,153.19361417518596,0.0,0.0,200.0,-126.98320807714879,21.24024124152629,92.64167757004529,73.55240910738536,12.263243198835994,137.58957000142854,36.702269722150504,0.5114777520228699,99.05323024185665,86.83522248177178,27.200431589472487,138.69597560387407,102.16310657145902,6.721038359595013,90.04377155000121,149.724608589338,3.74530343561662,62.73572663926521,1.531675311200388,9.228720424416224,107.69984958092269,2.984526802228629,17.72034005671037,98.71527193726487,6.979859319055265,69.92682009517159,163.17106453571978,-12.967134600350278,95.29320355236308,94.26836429231592,-36.44548989088571,152.61955186150328,53.53648263784174,-11.88199638201047,9.510706170287904,114.09535468737869,-17.182495902849496,21.06830148249162,100.8441358722143,-9.012443048432601,60.330372415485385,165.427671024431,-31.338548580584302,56.573319253526165,100.37490923086307,-75.29254228956825,110.05676583796037,47.75672147792045,-17.022888969255746,-6.37279959172713,107.07308791830542,-24.28958208449012,-13.30749197453963,96.1246758787612,-74.07486571249473,-50.98490335554959,140.54617040614357,-114.63413445062571,-47.314398045152984,81.65131975195914,-180.88586391035824,-82.54146285434672,60.821790943365386,-0.3456733930838709,-9.92358084172713,108.56289798183434,-0.6875618208182459,-20.26708670110213,99.06776233227629,-11.258545707536996,-54.42126150578963,163.16057023373264,-17.17422563917762,-81.62597341985213,102.39876893435348,-30.210790489278395,-119.33704582569942,100.2002505902542,60.24963185061915,-36.07838245643768,146.7088525873952,30.36910932175988,-19.58373709172713,101.46405952066402,40.62242133873178,-57.68483290574011,134.9314078359937,45.19361806106542,-35.02334179616469,97.95233118757835,77.01390966930518,-53.947533229411874,53.769058803239886,127.00473322921243,-1.9435071139629372,151.04543413080722,119.253173042463,-40.81744070500838,143.04353166602164,31,0
8,72.46290812026132,-16.602695181164336,153.78228079487525,0.0,0.0,200.0,-131.88427711423776,19.012741172616757,89.97833864310562,70.08605923450926,13.168270605321709,138.06706364406125,33.53270833024794,2.6254979578238817,102.66988426880366,67.59358715510132,27.86394991300756,142.2187439070949,73.51776786848365,9.333320008345709,94.1661044716858,125.45108735313704,5.767304087757793,66.5757782883355,0.1650390625,10.32489013671875,109.67691946422056,0.488128662109375,23.800048828125,100.67718733670306,3.3825582919492376,63.5628956887756,160.16228835507894,-8.955505921400402,97.99649024254143,108.66492354453062,-26.161709733236194,166.9078765712958,99.57797942867828,-15.02840011804085,8.755494513777421,109.22135741494483,-18.67571116708018,18.004542795379393,99.63556886804805,-24.380852356914147,66.65919399063017,158.71711555237655,-47.226470947265625,61.636260986328125,100.71218350187765,-101.90554809570312,112.8890380859375,56.60101694001588,-16.516265869140625,-6.4786376953125,110.56822759586294,-28.113368753589498,-12.522502527414076,98.4592554060257,-83.75594525425822,-48.3484795497518,138.5340749410875,-139.43536376953125,-47.58990478515625,83.14636300049801,-204.83577519690863,-72.70018918821961,54.87702242532589,-2.6597900390625,-7.2501220703125,111.86146191842533,-3.04119873046875,-17.16595458984375,101.10019986976522,-14.005880731559955,-54.895047644042734,161.51421800389357,-19.77064992244891,-63.50822795122849,100.13196969619366,-46.2858287245806,-108.17033016931919,95.13858099838626,56.369639852489286,-35.29023225931542,135.13092110596676,34.08463305814075,-18.794809293902745,98.01220772706051,48.975330632444525,-65.14822536480972,134.74432442627926,77.92794656986854,-47.668698398454126,106.15921872317267,131.915487149598,-68.84805465373074,85.67716917956545,123.76728012704928,-0.9380884379418148,151.64043155908814,118.23634571304433,-39.99821058616806,142.04693673096676,32,0
9,74.96389339074028,-7.672663279825883,152.16838692820045,0.0,0.0,200.0,-129.45087193167114,16.986572265625,88.72807047063725,68.82033903869888,20.846793895190785,128.0471919901055,31.205474853515625,9.99072265625,100.3929942972344,63.49779319060218,40.019899902659176,137.05703504132504,59.85818773116944,13.851346033905315,97.74543225730002,113.2655505317432,14.013628175355052,66.35229378481182,4.930020830940009,11.537925801993765,110.3561736615758,3.741363525390625,23.53485107421875,99.51144547763307,10.355225836011527,65.32941352899866,168.60936809674251,27.910308837890625,91.99868774414062,107.98583673633634,46.13031643310296,160.3706302201938,93.56923427631935,-13.828366569158902,11.489264071157663,112.55170717778444,-22.03405616144687,24.764053514734087,101.0692861561467,-36.67145462592384,75.97839126401499,151.85156754616696,-71.07510375976562,74.75921630859375,91.87512682297282,-122.74749755859375,119.0943603515625,54.4220105631193,-18.425573885610845,-1.561599901452837,107.49518434814377,-27.447140983221402,-8.499271605331728,96.0181320648968,-64.79443359375,-51.7943115234375,146.8568907433314,-114.66048236839583,-47.96860179888904,92.03362388149424,-178.58571162412176,-73.8496782985352,80.9282597389805,-3.0181884765625,-6.986572265625,106.61452712922346,-5.985504150390625,-17.517333984375,96.71085815439994,-15.848402172009514,-54.50133819209236,157.81704353632017,-26.646490020381123,-65.3838715338444,92.77351033328489,-66.27140983970924,-98.80515778107065,89.50099342625333,64.02091080884247,-33.80770476113673,137.21511370472024,42.68328033985944,-17.77538432902668,93.58160386474412,75.06729125976562,-54.91790771484375,124.29388413818162,109.4764404296875,-51.9700927734375,85.43791887317491,160.24821223087145,-72.72505395070493,62.18529373220633,124.71528457752856,9.286876525137245,148.3172115213555,120.104736328125,-31.12054443359375,144.49407945068162,33,0
